1089.833 102.8526 657.8594 0.01678796 -0.3834895 0.008243352 0.9233559
1089.833 102.8526 657.8594 0.0167884 -0.3834894 0.008242853 0.9233559
1089.833 102.8526 657.8594 0.01678856 -0.3834894 0.008243292 0.9233559
1089.833 102.8526 657.8594 0.01678857 -0.3834893 0.008244122 0.9233559
1089.833 102.8526 657.8594 0.01678833 -0.3834893 0.008244638 0.9233559
1089.833 102.8526 657.8594 0.0167877 -0.3834892 0.008245109 0.923356
1089.833 102.8526 657.8594 0.01678775 -0.3834893 0.008244308 0.9233559
1089.833 102.8526 657.8594 0.01678825 -0.3834893 0.008242538 0.923356
1089.833 102.8526 657.8594 0.01678839 -0.3834893 0.008241879 0.9233559
1089.833 102.8526 657.8594 0.01678782 -0.3834893 0.008243692 0.9233559
1089.833 102.8526 657.8594 0.01678761 -0.3834893 0.008244112 0.9233559
1089.833 102.8526 657.8594 0.01678816 -0.3834894 0.008243991 0.9233559
1089.833 102.8526 657.8594 0.01678853 -0.3834893 0.008243302 0.9233559
1089.833 102.8526 657.8594 0.01678863 -0.3834893 0.008243961 0.9233559
1089.832 102.8526 657.8597 0.01678408 -0.3834902 0.008244278 0.9233557
1089.832 102.8525 657.8606 0.01677713 -0.3834943 0.008241221 0.9233541
1089.83 102.8524 657.8629 0.01676022 -0.3835038 0.008232372 0.9233505
1089.827 102.8523 657.8651 0.01674238 -0.3835349 0.008225096 0.923338
1089.821 102.8521 657.8713 0.01669959 -0.3835232 0.008204098 0.9233438
1089.812 102.8518 657.8811 0.01664093 -0.383619 0.008185066 0.9233052
1089.799 102.8513 657.8942 0.01657074 -0.3836088 0.008155155 0.923311
1089.781 102.8507 657.913 0.01647921 -0.3836437 0.008118486 0.9232985
1089.757 102.8499 657.9368 0.0163782 -0.3836592 0.008079482 0.9232942
1089.727 102.8489 657.967 0.01627238 -0.3837024 0.00803797 0.9232785
1089.69 102.8477 658.0035 0.0161753 -0.3837508 0.008000974 0.9232604
1089.65 102.8465 658.0438 0.01610643 -0.3837582 0.007977197 0.9232587
1089.598 102.8448 658.0959 0.01605755 -0.3837802 0.007964714 0.9232505
1089.543 102.8431 658.1502 0.01603823 -0.3837861 0.00796193 0.9232485
1089.485 102.8413 658.2083 0.01603358 -0.3837709 0.007962135 0.9232548
1089.426 102.8393 658.2679 0.01603563 -0.383798 0.007965475 0.9232435
1089.362 102.8372 658.3317 0.01603938 -0.3838489 0.00796789 0.9232222
1089.293 102.835 658.3998 0.01604009 -0.3838887 0.007966164 0.9232057
1089.22 102.8326 658.4727 0.0160355 -0.3839284 0.007962628 0.9231893
1089.139 102.8299 658.5536 0.0160391 -0.3839005 0.007964022 0.9232008
1089.019 102.826 658.6727 0.01605427 -0.3838224 0.007980545 0.9232329
1088.938 102.8233 658.754 0.01605168 -0.3838275 0.007985667 0.9232308
1088.83 102.8198 658.8615 0.01605899 -0.3837529 0.007992634 0.9232616
1088.748 102.8171 658.9432 0.01606778 -0.3836865 0.008001246 0.9232889
1088.633 102.8133 659.0573 0.01608259 -0.3835938 0.008011477 0.9233271
1088.526 102.8099 659.1635 0.0160949 -0.383509 0.008022103 0.9233621
1088.369 102.8047 659.3209 0.01608817 -0.3834194 0.008038515 0.9233993
1088.28 102.8018 659.41 0.01608249 -0.3832528 0.008059104 0.9234683
1088.112 102.7962 659.582 0.01606938 -0.3824944 0.008135111 0.9237823
1087.983 102.7919 659.7155 0.01605442 -0.3816898 0.008188232 0.9241148
1087.874 102.7882 659.8294 0.01604741 -0.3807503 0.008231535 0.924502
1087.725 102.7833 659.9884 0.01607472 -0.379047 0.008295568 0.9252006
1087.591 102.7795 660.1331 0.01617542 -0.3774421 0.008310879 0.9258546
1087.361 102.7721 660.3798 0.01627339 -0.3753686 0.008223349 0.9266963
1087.279 102.7693 660.4673 0.01628115 -0.3745899 0.008190042 0.9270115
1087.084 102.7625 660.6734 0.01624042 -0.3728114 0.008142884 0.9277293
1086.908 102.7563 660.8602 0.01619032 -0.3725035 0.00817718 0.9278536
1086.762 102.7513 661.0128 0.01615549 -0.3724433 0.008164953 0.9278784
1086.522 102.7431 661.2626 0.0161314 -0.3718716 0.00821794 0.9281076
1086.36 102.7375 661.4327 0.01607686 -0.3720334 0.008268438 0.9280433
1086.189 102.7316 661.6122 0.0160457 -0.3722191 0.008293711 0.9279691
1085.977 102.7245 661.8337 0.01606984 -0.3718988 0.008293008 0.9280971
1085.795 102.7183 662.0259 0.01610469 -0.3722005 0.008319017 0.9279754
1085.53 102.7093 662.3016 0.0161109 -0.3716775 0.008303929 0.928185
1085.339 102.7028 662.5029 0.01609289 -0.3719361 0.008336619 0.9280814
1085.092 102.6944 662.7617 0.0160664 -0.3720454 0.008359302 0.9280378
1084.849 102.6862 663.0164 0.01607379 -0.3718129 0.008360067 0.9281309
1084.678 102.6804 663.1949 0.0160709 -0.3718566 0.008364123 0.9281134
1084.289 102.6674 663.5967 0.01612114 -0.3722105 0.008275428 0.9279715
1084.156 102.663 663.7329 0.01610948 -0.3728008 0.008233433 0.927735
1083.852 102.6529 664.04 0.01609491 -0.3742484 0.008151263 0.9271531
1083.627 102.6457 664.2643 0.01611718 -0.3760151 0.00813849 0.9264377
1083.374 102.6376 664.5122 0.01608571 -0.3781324 0.00812874 0.9255761
1083.073 102.6279 664.808 0.01599305 -0.3807187 0.008281996 0.9245155
1082.809 102.6193 665.0673 0.01590504 -0.3822306 0.008394814 0.923892
1082.541 102.6107 665.3322 0.01583661 -0.383574 0.008507614 0.9233351
1082.227 102.6005 665.6428 0.01578546 -0.3841015 0.008525874 0.9231166
1081.939 102.5911 665.9293 0.01578724 -0.3844463 0.008505707 0.9229732
1081.6 102.5801 666.2657 0.01579802 -0.3843149 0.008406718 0.9230286
1081.347 102.5719 666.5173 0.01579602 -0.3842463 0.00837155 0.9230576
1081.002 102.5607 666.8599 0.01579091 -0.3841785 0.00836865 0.9230859
1080.669 102.5499 667.1899 0.01576459 -0.3840213 0.008393685 0.9231516
1080.301 102.538 667.5558 0.01574382 -0.3838646 0.008433529 0.9232166
1079.974 102.5274 667.8815 0.01571718 -0.3838009 0.00845048 0.9232435
1079.676 102.5177 668.1776 0.01572028 -0.3836884 0.008457163 0.9232901
1079.326 102.5064 668.5254 0.01571389 -0.3834502 0.008446507 0.9233893
1078.964 102.4947 668.8861 0.01571506 -0.3834418 0.008450458 0.9233927
1078.57 102.4819 669.2791 0.01571291 -0.383296 0.008442617 0.9234534
1078.17 102.4689 669.6776 0.01572028 -0.3832037 0.008447498 0.9234915
1077.832 102.4579 670.0157 0.01572452 -0.3830823 0.008448177 0.9235418
1077.423 102.4447 670.4231 0.0157268 -0.3829969 0.008453892 0.9235771
1077.006 102.4311 670.8397 0.01572697 -0.3829113 0.008456502 0.9236125
1076.595 102.4177 671.2508 0.01572484 -0.3828168 0.008455069 0.9236518
1076.141 102.403 671.7039 0.0157304 -0.3826245 0.008457226 0.9237313
1075.736 102.3898 672.1088 0.01573269 -0.3824692 0.008460633 0.9237956
1075.295 102.3755 672.5498 0.01573401 -0.3823368 0.008463599 0.9238504
