1081.005 103.0351 648.0211 0.01698563 -0.3832613 0.007804147 0.9234508
1081.008 103.0352 648.0189 0.01701866 -0.3831955 0.007813512 0.9234774
1081.012 103.0353 648.0151 0.01706226 -0.3831912 0.0078236 0.9234783
1081.021 103.0357 648.0059 0.01714071 -0.3831621 0.007841054 0.9234888
1081.029 103.0359 647.9982 0.01718864 -0.3831345 0.007853607 0.9234992
1081.044 103.0364 647.983 0.01725757 -0.3831522 0.007877965 0.9234905
1081.063 103.037 647.9642 0.01730883 -0.3830606 0.007895028 0.9235273
1081.076 103.0374 647.952 0.01732915 -0.3830284 0.007904678 0.9235402
1081.1 103.0381 647.9283 0.01734626 -0.3829736 0.007915291 0.9235625
1081.116 103.0386 647.9124 0.01734865 -0.3829453 0.00791763 0.9235741
1081.143 103.0395 647.8854 0.01734303 -0.382814 0.007913961 0.9236287
1081.171 103.0404 647.8574 0.01732863 -0.3826918 0.00791047 0.9236797
1081.19 103.041 647.8381 0.0173155 -0.382683 0.007910808 0.9236835
1081.225 103.0422 647.8038 0.01729237 -0.3826369 0.007907738 0.9237031
1081.257 103.0432 647.7722 0.0172644 -0.3826158 0.007899784 0.9237125
1081.282 103.0441 647.747 0.01725354 -0.3826677 0.007897632 0.9236912
1081.323 103.0454 647.7075 0.01722891 -0.3827182 0.007887848 0.9236709
1081.348 103.0463 647.6821 0.01721671 -0.3826521 0.007881158 0.9236984
1081.389 103.0476 647.6423 0.01720849 -0.3826271 0.007897931 0.9237089
1081.433 103.0491 647.5995 0.017196 -0.3824559 0.007913988 0.9237799
1081.461 103.05 647.5715 0.01719034 -0.3822095 0.007922368 0.9238819
1081.513 103.0517 647.5223 0.01719561 -0.3817682 0.007944229 0.924064
1081.567 103.0533 647.4719 0.01720079 -0.3811711 0.00795666 0.9243102
1081.598 103.0543 647.4424 0.01720905 -0.3807382 0.007971198 0.9244884
1081.656 103.0561 647.3884 0.01722727 -0.3798177 0.007995999 0.9248664
1081.692 103.0572 647.3551 0.01723559 -0.3791506 0.008011057 0.9251398
1081.753 103.0591 647.2977 0.01726361 -0.3780518 0.008033422 0.9255885
1081.791 103.0603 647.2626 0.01727686 -0.3774436 0.00804454 0.9258365
1081.857 103.0623 647.2011 0.01730509 -0.3763225 0.008072075 0.9262919
1081.921 103.0643 647.1402 0.01732416 -0.3751364 0.008096138 0.9267724
1081.961 103.0656 647.1023 0.01733536 -0.3744003 0.008116005 0.9270696
1082.031 103.0678 647.0361 0.01735264 -0.3731389 0.008157288 0.9275774
1082.081 103.0694 646.988 0.01736808 -0.3723145 0.008192147 0.9279079
1082.148 103.0715 646.9244 0.01738856 -0.3711396 0.008222448 0.9283779
1082.224 103.0739 646.8514 0.0174151 -0.3697578 0.008250681 0.9289283
1082.263 103.0752 646.8134 0.01743073 -0.3690554 0.008267852 0.9292071
1082.341 103.0777 646.7372 0.01745457 -0.3676114 0.008292473 0.9297787
1082.422 103.0803 646.6581 0.01748944 -0.3662028 0.00832992 0.9303334
1082.469 103.0819 646.6118 0.01750953 -0.365388 0.008352726 0.9306532
1082.552 103.0846 646.5298 0.0175427 -0.3639643 0.008383425 0.93121
1082.625 103.087 646.457 0.01757313 -0.3627096 0.008381563 0.9316989
1082.69 103.0892 646.3907 0.01760511 -0.3617337 0.008365411 0.9320777
1082.771 103.092 646.3068 0.01763649 -0.3607138 0.008362241 0.9324723
1082.837 103.0943 646.2386 0.01765333 -0.3600042 0.008368008 0.9327462
1082.917 103.0971 646.152 0.01769013 -0.3595461 0.00830397 0.9329227
1083.008 103.1005 646.0509 0.01771094 -0.3596392 0.008253658 0.9328868
1083.063 103.1025 645.9894 0.01771026 -0.3598714 0.008246689 0.9327974
1083.155 103.106 645.8848 0.0176979 -0.360426 0.008240932 0.9325835
1083.212 103.1082 645.8199 0.01769042 -0.3609065 0.008224507 0.9323979
1083.307 103.1118 645.71 0.01768075 -0.3619357 0.00815293 0.9319997
1083.397 103.1152 645.6068 0.01766313 -0.3631535 0.008064845 0.931527
