1088.178 103.0185 650.797 2.150587 314.9004 0.1307012
1088.178 103.0185 650.797 2.150542 314.9004 0.1307012
1088.178 103.0185 650.797 2.150608 314.9004 0.1307012
1088.178 103.0185 650.797 2.150673 314.9004 0.1307012
1088.177 103.0184 650.7983 2.14918 314.9004 0.1307012
1088.176 103.0184 650.799 2.148363 314.9004 0.1307012
1088.174 103.0183 650.8005 2.146788 314.9004 0.1307012
1088.169 103.0181 650.8056 2.142191 314.9004 0.1307012
1088.166 103.018 650.809 2.139384 314.9004 0.1307012
1088.157 103.0177 650.818 2.133315 314.9004 0.1307012
1088.151 103.0175 650.8239 2.129637 314.9004 0.1307012
1088.144 103.0172 650.8309 2.12515 314.9004 0.1307012
1088.137 103.017 650.8386 2.121013 314.9004 0.1307012
1088.117 103.0163 650.8577 2.111413 314.9004 0.1307012
1088.106 103.0159 650.8691 2.10629 314.9004 0.1307012
1088.093 103.0155 650.8824 2.100496 314.9004 0.1307012
1088.079 103.015 650.8965 2.095391 314.9004 0.1307012
1088.047 103.014 650.9281 2.086275 314.9004 0.1307012
1088.03 103.0135 650.9457 2.08204 314.9004 0.1307012
1087.992 103.0123 650.9828 2.077312 314.9004 0.1307012
1087.972 103.0117 651.0034 2.074847 314.9004 0.1307012
1087.95 103.011 651.0248 2.072966 314.9004 0.1307012
1087.928 103.0103 651.0472 2.071666 314.9004 0.1307012
1087.881 103.0088 651.0947 2.070719 314.9004 0.1307012
1087.855 103.0079 651.1202 2.070159 314.9004 0.1307012
1087.829 103.0071 651.1467 2.07011 314.9004 0.1307012
1087.771 103.0051 651.2042 2.068099 314.9004 0.1307012
1087.741 103.0042 651.2344 2.068059 314.9004 0.1307012
1087.676 103.0019 651.3 2.065541 314.9004 0.1307012
1087.641 103.0008 651.3347 2.064481 314.9004 0.1307012
1087.568 102.9984 651.4073 2.06427 314.9004 0.1307012
1087.53 102.9971 651.4453 2.064805 314.9004 0.1307012
1087.491 102.9958 651.4843 2.065854 314.9004 0.1307012
1087.409 102.9932 651.5655 2.068506 314.9004 0.1307012
1087.367 102.9918 651.6078 2.069992 314.9004 0.1307012
1087.279 102.9889 651.6956 2.073032 314.9004 0.1307012
1087.233 102.9874 651.7411 2.07452 314.9004 0.1307012
1087.186 102.9858 651.7878 2.075862 314.9004 0.1307012
1087.089 102.9826 651.8845 2.078656 314.9004 0.1307012
1087.039 102.981 651.9344 2.079941 314.9004 0.1307012
1086.988 102.9793 651.9854 2.081304 314.9004 0.1307012
1086.883 102.9758 652.0906 2.083637 314.9004 0.1307012
1086.828 102.974 652.145 2.084573 314.9004 0.1307012
1086.773 102.9721 652.2003 2.085516 314.9004 0.1307012
1086.659 102.9684 652.3143 2.087022 314.9004 0.1307012
1086.599 102.9664 652.3734 2.086752 314.9004 0.1307012
1086.477 102.9623 652.4955 2.085556 314.9004 0.1307012
1086.415 102.9603 652.5582 2.08507 314.9004 0.1307012
1086.285 102.956 652.6872 2.084269 314.9004 0.1307012
1086.219 102.9538 652.7535 2.083896 314.9004 0.1307012
1086.152 102.9516 652.8209 2.083524 314.9004 0.1307012
1086.013 102.947 652.9592 2.082834 314.9004 0.1307012
1085.942 102.9447 653.0302 2.082486 314.9004 0.1307012
1085.797 102.941 653.1755 2.094201 314.9004 0.1307012
1085.721 102.9387 653.2513 2.092595 314.9004 0.1307012
1085.647 102.9364 653.3269 2.093763 314.9004 0.1307012
1085.493 102.9314 653.4814 2.090835 314.9004 0.1307012
1085.414 102.9289 653.5594 2.089093 314.9004 0.1307012
1085.25 102.9233 653.7219 2.080204 314.9004 0.1307012
1085.168 102.9205 653.8052 2.07724 314.9004 0.1307012
1085.083 102.9177 653.89 2.074253 314.9004 0.1307012
1084.912 102.912 654.0596 2.072957 314.9004 0.1307012
1084.827 102.9092 654.1461 2.07445 314.9004 0.1307012
1084.651 102.9033 654.3233 2.07518 314.9004 0.1307012
1084.559 102.9001 654.4154 2.07199 314.9004 0.1307012
1084.465 102.8969 654.5089 2.067708 314.9004 0.1307012
1084.277 102.8907 654.6984 2.067419 314.9004 0.1307012
1084.181 102.8876 654.7931 2.068895 314.9004 0.1307012
1083.985 102.8811 654.9885 2.069335 314.9004 0.1307012
1083.885 102.8778 655.0891 2.068103 314.9004 0.1307012
1083.785 102.8745 655.1904 2.069633 314.9004 0.1307012
1083.58 102.8677 655.3969 2.071867 314.9004 0.1307012
1083.477 102.8643 655.5002 2.074639 314.9004 0.1307012
1083.265 102.8573 655.7121 2.075701 314.9004 0.1307012
1083.155 102.8536 655.8226 2.071652 314.9004 0.1307012
1082.938 102.8465 656.0409 2.075423 314.9004 0.1307012
1082.826 102.8428 656.1531 2.074434 314.9004 0.1307012
1082.597 102.8351 656.3832 2.070267 314.9004 0.1307012
1082.481 102.8314 656.4982 2.072025 314.9004 0.1307012
1082.364 102.8275 656.6161 2.070228 314.9004 0.1307012
1082.128 102.8197 656.8544 2.073157 314.9004 0.1307012
1082.007 102.8158 656.9745 2.074094 314.9004 0.1307012
1081.761 102.8076 657.2226 2.070098 314.9004 0.1307012
1081.638 102.8036 657.3466 2.072025 314.9004 0.1307012
1081.514 102.7995 657.472 2.073396 314.9004 0.1307012
1081.257 102.7909 657.7301 2.069288 314.9004 0.1307012
1081.129 102.7868 657.859 2.071844 314.9004 0.1307012
1080.866 102.7781 658.1232 2.070999 314.9004 0.1307012
1080.734 102.7738 658.2556 2.072826 314.9004 0.1307012
1080.599 102.7693 658.3909 2.071439 314.9004 0.1307012
1080.329 102.7604 658.6638 2.074947 314.9004 0.1307012
1080.19 102.7557 658.8041 2.071589 314.9004 0.1307012
1079.909 102.7464 659.0867 2.069331 314.9004 0.1307012
1079.766 102.7417 659.2306 2.067585 314.9004 0.1307012
1079.625 102.737 659.3742 2.070405 314.9004 0.1307012
1079.335 102.7275 659.6658 2.071585 314.9004 0.1307012
1079.187 102.7226 659.8145 2.070137 314.9004 0.1307012
1078.891 102.7128 660.113 2.07287 314.9004 0.1307012
1078.741 102.7078 660.2645 2.07172 314.9004 0.1307012
1078.439 102.6979 660.5698 2.075701 314.9004 0.1307012
1078.285 102.6928 660.7245 2.07543 314.9004 0.1307012
1077.978 102.6827 661.0349 2.081377 314.9004 0.1307012
1077.821 102.6774 661.1928 2.080921 314.9004 0.1307012
1077.507 102.667 661.5107 2.084417 314.9004 0.1307012
1077.347 102.6617 661.6714 2.083985 314.9004 0.1307012
1077.028 102.6511 661.9951 2.087819 314.9004 0.1307012
1076.865 102.6457 662.1595 2.08653 314.9004 0.1307012
1076.703 102.6403 662.3238 2.088832 314.9004 0.1307012
1076.376 102.6295 662.6546 2.093342 314.9004 0.1307012
1076.211 102.624 662.8221 2.093528 314.9004 0.1307012
1075.879 102.613 663.1572 2.097422 314.9004 0.1307012
1075.715 102.6076 663.3237 2.10329 314.9004 0.1307012
1075.548 102.602 663.4931 2.104497 314.9004 0.1307012
1075.216 102.5911 663.8299 2.112888 314.9004 0.1307012
1075.051 102.5857 663.9973 2.119729 314.9004 0.1307012
1074.883 102.58 664.1672 2.121475 314.9004 0.1307012
1074.718 102.5746 664.3348 2.128003 314.9004 0.1307012
1074.385 102.5635 664.673 2.135505 314.9004 0.1307012
1074.217 102.5579 664.8435 2.136332 314.9004 0.1307012
1074.052 102.5524 665.0115 2.141846 314.9004 0.1307012
1073.884 102.5468 665.1822 2.142069 314.9004 0.1307012
1073.55 102.5357 665.5212 2.146974 314.9004 0.1307012
1073.385 102.5302 665.6896 2.151418 314.9004 0.1307012
1073.051 102.5191 666.0292 2.154693 314.9004 0.1307012
1072.882 102.5135 666.2004 2.153311 314.9004 0.1307012
1072.716 102.508 666.3692 2.156331 314.9004 0.1307012
1072.381 102.4968 666.7103 2.155701 314.9004 0.1307012
1072.211 102.4911 666.8825 2.152191 314.9004 0.1307012
1072.044 102.4856 667.0534 2.15244 314.9004 0.1307012
1071.703 102.4742 667.3997 2.145168 314.9004 0.1307012
1071.53 102.4684 667.575 2.13917 314.9004 0.1307012
1071.359 102.4628 667.7499 2.136684 314.9004 0.1307012
1071.185 102.457 667.927 2.130529 314.9004 0.1307012
1070.835 102.4454 668.2834 2.120059 314.9004 0.1307012
1070.658 102.4396 668.4633 2.111587 314.9004 0.1307012
1070.478 102.4341 668.6453 2.097922 314.9004 0.1307012
1070.119 102.424 669.0102 2.058376 314.9004 0.1307012
1069.939 102.4192 669.1931 2.033047 314.9004 0.1307012
1069.757 102.4144 669.3791 1.996826 314.9004 0.1307012
1069.572 102.4096 669.5657 1.953566 314.9004 0.1307012
1069.201 102.4004 669.9429 1.852065 314.9004 0.1307012
1069.013 102.3958 670.1337 1.793638 314.9004 0.1307012
1068.635 102.3867 670.5184 1.663817 314.9004 0.1307012
1068.443 102.3823 670.7131 1.596909 314.9004 0.1307012
1068.249 102.3785 670.9102 1.54161 314.9004 0.1307012
1067.859 102.3723 671.3062 1.464795 314.9004 0.1307012
1067.662 102.3695 671.5058 1.436794 314.9004 0.1307012
1067.264 102.3641 671.9109 1.391763 314.9004 0.1307012
1067.062 102.3614 672.1158 1.37369 314.9004 0.1307012
1066.861 102.3586 672.3214 1.360118 314.9004 0.1307012
1066.452 102.3528 672.7372 1.338298 314.9004 0.1307012
1066.245 102.3497 672.9474 1.329973 314.9004 0.1307012
1066.039 102.3465 673.1584 1.32525 314.9004 0.1307012
1065.62 102.3399 673.5848 1.319463 314.9004 0.1307012
1065.409 102.3364 673.8004 1.318429 314.9004 0.1307012
1064.983 102.3292 674.235 1.321808 314.9004 0.1307012
1064.769 102.3256 674.4536 1.32698 314.9004 0.1307012
1064.552 102.3218 674.675 1.329975 314.9004 0.1307012
1064.116 102.3142 675.1205 1.342456 314.9004 0.1307012
1063.897 102.3103 675.3445 1.35117 314.9004 0.1307012
1063.453 102.3024 675.7984 1.366001 314.9004 0.1307012
1063.229 102.2984 676.0275 1.37313 314.9004 0.1307012
1062.778 102.2904 676.489 1.389027 314.9004 0.1307012
1062.551 102.2864 676.722 1.396491 314.9004 0.1307012
1062.322 102.2822 676.9572 1.401887 314.9004 0.1307012
1061.86 102.2741 677.4301 1.415135 314.9004 0.1307012
1061.628 102.27 677.6679 1.42262 314.9004 0.1307012
1061.159 102.2618 678.1479 1.434223 314.9004 0.1307012
1060.923 102.2576 678.39 1.438219 314.9004 0.1307012
1060.686 102.2535 678.6332 1.442717 314.9004 0.1307012
1060.208 102.2451 679.1239 1.44861 314.9004 0.1307012
1059.967 102.2409 679.3713 1.450092 314.9004 0.1307012
1059.726 102.2367 679.6199 1.451862 314.9004 0.1307012
1059.238 102.2282 680.1213 1.452947 314.9004 0.1307012
1058.992 102.2239 680.3741 1.452466 314.9004 0.1307012
1058.498 102.2153 680.8832 1.451635 314.9004 0.1307012
1058.249 102.211 681.1401 1.450278 314.9004 0.1307012
1057.997 102.2066 681.3989 1.447376 314.9004 0.1307012
1057.492 102.1978 681.9194 1.444081 314.9004 0.1307012
1057.239 102.1935 682.1812 1.443584 314.9004 0.1307012
1056.983 102.189 682.4446 1.441851 314.9004 0.1307012
1056.469 102.1801 682.9744 1.440418 314.9004 0.1307012
1056.211 102.1757 683.2409 1.440585 314.9004 0.1307012
1055.951 102.1711 683.5095 1.438423 314.9004 0.1307012
1055.428 102.1621 684.05 1.436358 314.9004 0.1307012
1055.166 102.1575 684.3217 1.43639 314.9004 0.1307012
1054.901 102.1529 684.5951 1.435514 314.9004 0.1307012
1054.369 102.1436 685.1461 1.433359 314.9004 0.1307012
1054.102 102.1389 685.4232 1.433308 314.9004 0.1307012
1053.833 102.1342 685.7019 1.432566 314.9004 0.1307012
1053.292 102.1247 686.2624 1.43314 314.9004 0.1307012
1053.02 102.12 686.5442 1.434322 314.9004 0.1307012
1052.747 102.1152 686.828 1.433584 314.9004 0.1307012
1052.197 102.1055 687.3991 1.433772 314.9004 0.1307012
1051.921 102.1007 687.6862 1.434719 314.9004 0.1307012
1051.643 102.0958 687.9748 1.435091 314.9004 0.1307012
1051.365 102.0909 688.2642 1.436427 314.9004 0.1307012
1050.804 102.081 688.8481 1.436363 314.9004 0.1307012
1050.521 102.076 689.142 1.436361 314.9004 0.1307012
1049.954 102.066 689.733 1.437589 314.9004 0.1307012
1049.669 102.061 690.0302 1.438754 314.9004 0.1307012
1049.382 102.056 690.3287 1.439507 314.9004 0.1307012
1048.807 102.0458 690.9296 1.440647 314.9004 0.1307012
1048.517 102.0407 691.2325 1.439871 314.9004 0.1307012
1048.225 102.0355 691.537 1.43881 314.9004 0.1307012
1047.933 102.0303 691.8425 1.438423 314.9004 0.1307012
1047.344 102.0199 692.4573 1.438522 314.9004 0.1307012
1047.048 102.0147 692.7664 1.438774 314.9004 0.1307012
1046.752 102.0095 693.0767 1.439455 314.9004 0.1307012
1046.454 102.0042 693.3882 1.440108 314.9004 0.1307012
1046.155 101.999 693.7007 1.44105 314.9004 0.1307012
1045.554 101.9883 694.3294 1.44296 314.9004 0.1307012
1045.253 101.983 694.6454 1.443839 314.9004 0.1307012
1044.95 101.9776 694.9627 1.444846 314.9004 0.1307012
1044.342 101.9669 695.6005 1.446824 314.9004 0.1307012
1044.036 101.9614 695.9212 1.447816 314.9004 0.1307012
1043.73 101.956 696.2436 1.447697 314.9004 0.1307012
1043.422 101.9505 696.5672 1.447435 314.9004 0.1307012
1042.803 101.9395 697.2181 1.447424 314.9004 0.1307012
1042.492 101.9339 697.5453 1.447662 314.9004 0.1307012
1042.18 101.9284 697.8736 1.447954 314.9004 0.1307012
1041.867 101.9229 698.2031 1.448167 314.9004 0.1307012
1041.238 101.9117 698.8654 1.448081 314.9004 0.1307012
1040.922 101.9061 699.1983 1.44776 314.9004 0.1307012
1040.605 101.9005 699.5323 1.447214 314.9004 0.1307012
1040.287 101.8949 699.8675 1.446478 314.9004 0.1307012
1039.649 101.8836 700.5413 1.44417 314.9004 0.1307012
1039.328 101.878 700.8799 1.442847 314.9004 0.1307012
1039.007 101.8723 701.2196 1.44185 314.9004 0.1307012
1038.684 101.8667 701.5604 1.441175 314.9004 0.1307012
1038.361 101.861 701.9025 1.440635 314.9004 0.1307012
1037.711 101.8497 702.5898 1.43973 314.9004 0.1307012
1037.385 101.844 702.9352 1.439363 314.9004 0.1307012
1037.058 101.8383 703.2817 1.439091 314.9004 0.1307012
1036.73 101.8326 703.6293 1.438752 314.9004 0.1307012
1036.401 101.8268 703.9781 1.438397 314.9004 0.1307012
1035.74 101.8152 704.6791 1.437731 314.9004 0.1307012
1035.408 101.8094 705.0313 1.437402 314.9004 0.1307012
1035.075 101.8036 705.3846 1.437093 314.9004 0.1307012
1034.742 101.7977 705.7391 1.436811 314.9004 0.1307012
1034.407 101.7918 706.0947 1.436583 314.9004 0.1307012
1033.735 101.78 706.8093 1.436402 314.9004 0.1307012
1033.398 101.7741 707.1683 1.436336 314.9004 0.1307012
1033.06 101.7681 707.5284 1.43623 314.9004 0.1307012
1032.381 101.7562 708.2521 1.436369 314.9004 0.1307012
1032.04 101.7501 708.6157 1.436387 314.9004 0.1307012
1031.698 101.7441 708.9804 1.436494 314.9004 0.1307012
1031.356 101.738 709.3472 1.436837 314.9004 0.1307012
1030.674 101.7258 710.0875 1.438282 314.9004 0.1307012
1030.334 101.7196 710.4615 1.439499 314.9004 0.1307012
1029.658 101.7072 711.2184 1.443252 314.9004 0.1307012
1029.322 101.7009 711.6016 1.445826 314.9004 0.1307012
1028.989 101.6946 711.9886 1.449042 314.9004 0.1307012
1028.333 101.6818 712.7744 1.457219 314.9004 0.1307012
1028.01 101.6753 713.1735 1.461677 314.9004 0.1307012
1027.691 101.6689 713.5772 1.466258 314.9004 0.1307012
1027.378 101.6624 713.986 1.471049 314.9004 0.1307012
1026.763 101.6494 714.816 1.480686 314.9004 0.1307012
1026.46 101.6429 715.2369 1.48583 314.9004 0.1307012
1026.16 101.6363 715.6613 1.490767 314.9004 0.1307012
1025.568 101.6232 716.5211 1.499919 314.9004 0.1307012
1025.277 101.6166 716.9567 1.503786 314.9004 0.1307012
1024.988 101.6099 717.3961 1.506948 314.9004 0.1307012
1024.419 101.5964 718.2852 1.511035 314.9004 0.1307012
1024.138 101.5897 718.7351 1.511902 314.9004 0.1307012
1023.859 101.5828 719.188 1.512217 314.9004 0.1307012
1023.309 101.569 720.1029 1.513182 314.9004 0.1307012
1023.038 101.562 720.565 1.514348 314.9004 0.1307012
1022.769 101.5549 721.0303 1.516128 314.9004 0.1307012
